movieId,title,year,year_norm,genres,genres_str,tags_str,content_str,imdbId,tmdbId,rating_count,rating_mean
246,Hoop Dreams (1994),1994,0.7931034482758621,Documentary,documentary,basketball,documentary basketball,110057,14275,29,4.2931
247,Heavenly Creatures (1994),1994,0.7931034482758621,Crime|Drama,crime drama,australia,crime drama australia,110005,1024,21,3.9286
248,Houseguest (1994),1994,0.7931034482758621,Comedy,comedy,bad sinbad,comedy bad sinbad,110066,17207,17,3.1765
249,Immortal Beloved (1994),1994,0.7931034482758621,Drama|Romance,drama romance,beethoven,drama romance beethoven,110116,13701,18,3.7222
250,Heavyweights (Heavy Weights) (1995),1995,0.8017241379310345,Children|Comedy,children comedy,,children comedy,110006,14819,6,2.5
251,"Hunted, The (1995)",1995,0.8017241379310345,Action,action,,action,113360,32631,3,3.0
252,I.Q. (1994),1994,0.7931034482758621,Comedy|Romance,comedy romance,einstein,comedy romance einstein,110099,11777,43,3.4535
253,Interview with the Vampire: The Vampire Chronicles (1994),1994,0.7931034482758621,Drama|Horror,drama horror,,drama horror,110148,628,109,3.4587
254,Jefferson in Paris (1995),1995,0.8017241379310345,Drama,drama,,drama,113463,87729,1,3.0
255,"Jerky Boys, The (1995)",1995,0.8017241379310345,Comedy,comedy,,comedy,110189,18713,7,2.0714
256,Junior (1994),1994,0.7931034482758621,Comedy|Sci-Fi,comedy scifi,,comedy scifi,110216,6280,35,2.8286
257,Just Cause (1995),1995,0.8017241379310345,Mystery|Thriller,mystery thriller,court,mystery thriller court,113501,9061,14,3.5
258,"Kid in King Arthur's Court, A (1995)",1995,0.8017241379310345,Adventure|Children|Comedy|Fantasy|Romance,adventure children comedy fantasy romance,,adventure children comedy fantasy romance,113538,37108,10,2.6
259,Kiss of Death (1995),1995,0.8017241379310345,Crime|Drama|Thriller,crime drama thriller,,crime drama thriller,113552,6071,5,3.2
260,Star Wars: Episode IV - A New Hope (1977),1977,0.646551724137931,Action|Adventure|Sci-Fi,action adventure scifi,classic space action action sci-fi epic great soundtrack classic sci-fi engrossing adventure nerd space epic oldie but goodie star wars robots and androids space space adventure darth vader luke skywalker space opera,action adventure scifi classic space action action sci-fi epic great soundtrack classic sci-fi engrossing adventure nerd space epic oldie but goodie star wars robots and androids space space adventure darth vader luke skywalker space opera,76759,11,251,4.2311
261,Little Women (1994),1994,0.7931034482758621,Drama,drama,louisa may alcott,drama louisa may alcott,110367,9587,42,3.881
262,"Little Princess, A (1995)",1995,0.8017241379310345,Children|Drama,children drama,england girl power india,children drama england girl power india,113670,19101,21,3.9048
263,Ladybird Ladybird (1994),1994,0.7931034482758621,Drama,drama,,drama,110296,49980,1,4.0
265,Like Water for Chocolate (Como agua para chocolate) (1992),1992,0.7758620689655172,Drama|Fantasy|Romance,drama fantasy romance,,drama fantasy romance,103994,18183,33,3.9394
266,Legends of the Fall (1994),1994,0.7931034482758621,Drama|Romance|War|Western,drama romance war western,,drama romance war western,110322,4476,68,3.3971
267,Major Payne (1995),1995,0.8017241379310345,Comedy,comedy,,comedy,110443,11008,17,2.9412
269,My Crazy Life (Mi vida loca) (1993),1993,0.7844827586206896,Drama,drama,,drama,107566,32325,2,3.0
270,Love Affair (1994),1994,0.7931034482758621,Drama|Romance,drama romance,,drama romance,110391,43742,5,3.4
271,Losing Isaiah (1995),1995,0.8017241379310345,Drama,drama,,drama,113691,28313,4,3.5
272,"Madness of King George, The (1994)",1994,0.7931034482758621,Comedy|Drama,comedy drama,england mental illness,comedy drama england mental illness,110428,11318,31,3.7581
273,Mary Shelley's Frankenstein (Frankenstein) (1994),1994,0.7931034482758621,Drama|Horror|Sci-Fi,drama horror scifi,gothic,drama horror scifi gothic,109836,3036,28,2.9464
274,Man of the House (1995),1995,0.8017241379310345,Comedy,comedy,,comedy,113755,40490,7,2.9286
275,Mixed Nuts (1994),1994,0.7931034482758621,Comedy,comedy,,comedy,110538,24070,6,2.0
276,Milk Money (1994),1994,0.7931034482758621,Comedy|Romance,comedy romance,,comedy romance,110516,8986,22,3.25
277,Miracle on 34th Street (1994),1994,0.7931034482758621,Drama,drama,christmas,drama christmas,110527,10510,38,3.2237
278,Miami Rhapsody (1995),1995,0.8017241379310345,Comedy,comedy,,comedy,113808,17402,2,1.5
279,My Family (1995),1995,0.8017241379310345,Drama,drama,in netflix queue,drama in netflix queue,113896,38722,2,3.0
280,Murder in the First (1995),1995,0.8017241379310345,Drama|Thriller,drama thriller,prison,drama thriller prison,113870,8438,13,4.0769
281,Nobody's Fool (1994),1994,0.7931034482758621,Comedy|Drama|Romance,comedy drama romance,,comedy drama romance,110684,11593,14,3.7857
282,Nell (1994),1994,0.7931034482758621,Drama,drama,disability twins,drama disability twins,110638,1945,40,3.3375
283,New Jersey Drive (1995),1995,0.8017241379310345,Crime|Drama,crime drama,,crime drama,113967,39310,3,3.6667
284,New York Cop (Nyû Yôku no koppu) (1993),1993,0.7844827586206896,Action|Crime,action crime,,action crime,117169,109560,1,4.5
285,Beyond Bedlam (1993),1993,0.7844827586206896,Drama|Horror,drama horror,,drama horror,106402,56428,1,4.0
287,Nina Takes a Lover (1994),1994,0.7931034482758621,Comedy|Romance,comedy romance,,comedy romance,110671,131957,1,3.0
288,Natural Born Killers (1994),1994,0.7931034482758621,Action|Crime|Thriller,action crime thriller,brutality controversial dark comedy psychedelic satire stylized,action crime thriller brutality controversial dark comedy psychedelic satire stylized,110632,241,92,3.2337
289,Only You (1994),1994,0.7931034482758621,Comedy|Romance,comedy romance,,comedy romance,110737,9058,8,3.5625
290,Once Were Warriors (1994),1994,0.7931034482758621,Crime|Drama,crime drama,in netflix queue,crime drama in netflix queue,110729,527,14,4.0357
291,Poison Ivy II (1996),1996,0.8103448275862069,Drama|Thriller,drama thriller,,drama thriller,114151,18220,3,2.3333
292,Outbreak (1995),1995,0.8017241379310345,Action|Drama|Sci-Fi|Thriller,action drama scifi thriller,,action drama scifi thriller,114069,6950,101,3.4257
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),1994,0.7931034482758621,Action|Crime|Drama|Thriller,action crime drama thriller,assassin jean reno hit men action assassination assassins awkward romance corruption crime disturbing drama french friendship gary oldman great acting guns hitman humorous imdb top 250 lolita theme loneliness love story luc besson natalie portman organized crime police police corruption quirky sniper tense touching unique,action crime drama thriller assassin jean reno hit men action assassination assassins awkward romance corruption crime disturbing drama french friendship gary oldman great acting guns hitman humorous imdb top 250 lolita theme loneliness love story luc besson natalie portman organized crime police police corruption quirky sniper tense touching unique,110413,101,133,4.0188
294,"Perez Family, The (1995)",1995,0.8017241379310345,Comedy|Romance,comedy romance,,comedy romance,114113,63020,2,3.0
295,"Pyromaniac's Love Story, A (1995)",1995,0.8017241379310345,Comedy|Romance,comedy romance,,comedy romance,114210,2307,1,3.0
296,Pulp Fiction (1994),1994,0.7931034482758621,Comedy|Crime|Drama|Thriller,comedy crime drama thriller,good dialogue great soundtrack non-linear cult film drugs quentin tarantino tarantino hit men 1990s achronological action action packed aggressive amazing amazing dialogues anthology assassin atmospheric awesome bad ass bad language bad-ass bible biblical references big boys with guns big name actors black comedy black humor black humour blood blood splatters bloody bruce willis brutality casual violence character development characters classic classic movie coke comedy conversation cool cool style crime crime scene scrubbing cult cult classic dance dancing dark dark comedy dark humor dialogue different diner disjointed timeline disturbing drama drug overdose drugs & music ensemble cast entertaining entirely dialogue episodic exciting fast paced fast-paced film noir film-noir foul language fun funny gangster gangsters genius golden watch good music gore great acting great dialogue gritty guns harvey keitel heroin highly quotable hitman homosexuality humour iconic imdb top 250 innovative intellectual intelligent intense interesting intertwining storylines interwoven storylines ironic irony john travolta killer-as-protagonist los angeles mafia masterpiece meaningless violence milkshake mobster mobsters monologue motherfucker multiple stories multiple storylines neo-noir noir non-linear timeline nonlinear nonlinear narrative nonlinear storyline nonlinear timeline notable soundtrack offensive organised crime organized crime original original plot out of order palme d'or parody philosophical pop culture references psychological pulp quirky quotable r:disturbing violent content including rape r:disturbing violent images r:graphic sexuality r:some violence r:strong bloody violence r:strong language r:sustained strong stylized violence r:violence random rape retro roger avary royal with cheese samuel l. jackson sarcasm satire sexy smart writing sophisticated soundtrack splatter steve buscemi storytelling stylish stylized suspense thought-provoking thriller travolta twist ending uma thurman unique unpredictable unusual very funny violence violent witty,comedy crime drama thriller good dialogue great soundtrack non-linear cult film drugs quentin tarantino tarantino hit men 1990s achronological action action packed aggressive amazing amazing dialogues anthology assassin atmospheric awesome bad ass bad language bad-ass bible biblical references big boys with guns big name actors black comedy black humor black humour blood blood splatters bloody bruce willis brutality casual violence character development characters classic classic movie coke comedy conversation cool cool style crime crime scene scrubbing cult cult classic dance dancing dark dark comedy dark humor dialogue different diner disjointed timeline disturbing drama drug overdose drugs & music ensemble cast entertaining entirely dialogue episodic exciting fast paced fast-paced film noir film-noir foul language fun funny gangster gangsters genius golden watch good music gore great acting great dialogue gritty guns harvey keitel heroin highly quotable hitman homosexuality humour iconic imdb top 250 innovative intellectual intelligent intense interesting intertwining storylines interwoven storylines ironic irony john travolta killer-as-protagonist los angeles mafia masterpiece meaningless violence milkshake mobster mobsters monologue motherfucker multiple stories multiple storylines neo-noir noir non-linear timeline nonlinear nonlinear narrative nonlinear storyline nonlinear timeline notable soundtrack offensive organised crime organized crime original original plot out of order palme d'or parody philosophical pop culture references psychological pulp quirky quotable r:disturbing violent content including rape r:disturbing violent images r:graphic sexuality r:some violence r:strong bloody violence r:strong language r:sustained strong stylized violence r:violence random rape retro roger avary royal with cheese samuel l. jackson sarcasm satire sexy smart writing sophisticated soundtrack splatter steve buscemi storytelling stylish stylized suspense thought-provoking thriller travolta twist ending uma thurman unique unpredictable unusual very funny violence violent witty,110912,680,307,4.1971
298,Pushing Hands (Tui shou) (1992),1992,0.7758620689655172,Drama,drama,,drama,105652,25296,1,2.0
299,Priest (1994),1994,0.7931034482758621,Drama,drama,,drama,110889,40156,4,4.0
300,Quiz Show (1994),1994,0.7931034482758621,Drama,drama,tv,drama tv,110932,11450,81,3.5185
301,Picture Bride (Bijo photo) (1994),1994,0.7931034482758621,Drama|Romance,drama romance,,drama romance,114129,30304,1,4.0
302,"Queen Margot (Reine Margot, La) (1994)",1994,0.7931034482758621,Drama|Romance,drama romance,,drama romance,110963,10452,5,3.2
303,"Quick and the Dead, The (1995)",1995,0.8017241379310345,Action|Thriller|Western,action thriller western,,action thriller western,114214,12106,32,2.9531
304,Roommates (1995),1995,0.8017241379310345,Comedy|Drama,comedy drama,,comedy drama,114296,161495,3,3.6667
305,Ready to Wear (Pret-A-Porter) (1994),1994,0.7931034482758621,Comedy,comedy,,comedy,110907,3586,9,2.8333
306,Three Colors: Red (Trois couleurs: Rouge) (1994),1994,0.7931034482758621,Drama,drama,,drama,111495,110,16,4.2188
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),1993,0.7844827586206896,Drama,drama,death,drama death,108394,108,24,3.8958
308,Three Colors: White (Trzy kolory: Bialy) (1994),1994,0.7931034482758621,Comedy|Drama,comedy drama,marriage cynical,comedy drama marriage cynical,111507,109,20,4.025
310,Rent-a-Kid (1995),1995,0.8017241379310345,Comedy,comedy,,comedy,114268,36357,1,3.0
311,Relative Fear (1994),1994,0.7931034482758621,Horror|Thriller,horror thriller,,horror thriller,110965,92769,1,3.0
312,Stuart Saves His Family (1995),1995,0.8017241379310345,Comedy,comedy,,comedy,114571,28033,9,1.4444
313,"Swan Princess, The (1994)",1994,0.7931034482758621,Animation|Children,animation children,,animation children,111333,22586,3,3.3333
314,"Secret of Roan Inish, The (1994)",1994,0.7931034482758621,Children|Drama|Fantasy|Mystery,children drama fantasy mystery,,children drama fantasy mystery,111112,14334,16,3.75
315,"Specialist, The (1994)",1994,0.7931034482758621,Action|Drama|Thriller,action drama thriller,,action drama thriller,111255,2636,38,3.0789
316,Stargate (1994),1994,0.7931034482758621,Action|Adventure|Sci-Fi,action adventure scifi,time travel,action adventure scifi time travel,111282,2164,140,3.375
317,"Santa Clause, The (1994)",1994,0.7931034482758621,Comedy|Drama|Fantasy,comedy drama fantasy,christmas,comedy drama fantasy christmas,111070,11395,81,3.2037
318,"Shawshank Redemption, The (1994)",1994,0.7931034482758621,Crime|Drama,crime drama,prison stephen king wrongful imprisonment morgan freeman,crime drama prison stephen king wrongful imprisonment morgan freeman,111161,278,317,4.429
319,Shallow Grave (1994),1994,0.7931034482758621,Comedy|Drama|Thriller,comedy drama thriller,,comedy drama thriller,111149,9905,20,3.6
320,Suture (1993),1993,0.7844827586206896,Film-Noir|Thriller,filmnoir thriller,,filmnoir thriller,108260,87078,1,3.0
321,Strawberry and Chocolate (Fresa y chocolate) (1993),1993,0.7844827586206896,Drama,drama,,drama,106966,12527,2,4.0
322,Swimming with Sharks (1995),1995,0.8017241379310345,Comedy|Drama,comedy drama,,comedy drama,114594,20306,10,3.55
324,"Sum of Us, The (1994)",1994,0.7931034482758621,Comedy|Drama,comedy drama,,comedy drama,111309,36614,1,4.0
325,National Lampoon's Senior Trip (1995),1995,0.8017241379310345,Comedy,comedy,,comedy,113936,27993,7,2.5
326,To Live (Huozhe) (1994),1994,0.7931034482758621,Drama,drama,in netflix queue,drama in netflix queue,110081,31439,3,4.0
327,Tank Girl (1995),1995,0.8017241379310345,Action|Comedy|Sci-Fi,action comedy scifi,,action comedy scifi,114614,9067,34,2.8235
328,Tales from the Crypt Presents: Demon Knight (1995),1995,0.8017241379310345,Horror|Thriller,horror thriller,,horror thriller,114608,9059,10,3.15
329,Star Trek: Generations (1994),1994,0.7931034482758621,Adventure|Drama|Sci-Fi,adventure drama scifi,enterprise,adventure drama scifi enterprise,111280,193,108,3.3935
330,Tales from the Hood (1995),1995,0.8017241379310345,Action|Crime|Horror,action crime horror,,action crime horror,114609,25066,6,3.0
331,Tom & Viv (1994),1994,0.7931034482758621,Drama,drama,,drama,111454,46797,2,3.0
332,Village of the Damned (1995),1995,0.8017241379310345,Horror|Sci-Fi,horror scifi,,horror scifi,114852,12122,12,2.8333
333,Tommy Boy (1995),1995,0.8017241379310345,Comedy,comedy,,comedy,114694,11381,50,3.78
334,Vanya on 42nd Street (1994),1994,0.7931034482758621,Drama,drama,,drama,111590,32636,5,4.2
335,Underneath (1995),1995,0.8017241379310345,Mystery|Thriller,mystery thriller,,mystery thriller,114788,36141,2,3.5
336,"Walking Dead, The (1995)",1995,0.8017241379310345,Drama|War,drama war,,drama war,114888,95963,1,3.0
